date	TPR	TNR	FPR	FNR	ACC	PREC	F1
2016-03	0.8102	0.9956	0.0044	0.1898	0.9786	0.9483	0.8738
2016-04	0.5833	0.9933	0.0067	0.4167	0.9574	0.8936	0.7059
2016-05	0.7400	0.9931	0.0069	0.2600	0.9688	0.9193	0.8200
2016-06	0.7622	0.9946	0.0054	0.2378	0.9717	0.9398	0.8418
2016-07	0.7879	0.9942	0.0058	0.2121	0.9742	0.9358	0.8555
2016-08	0.8048	0.9944	0.0056	0.1952	0.9755	0.9412	0.8677
2016-09	0.8032	0.9953	0.0047	0.1968	0.9762	0.9496	0.8703
2016-10	0.8760	0.9929	0.0071	0.1240	0.9813	0.9309	0.9026
2016-11	0.6394	0.9933	0.0067	0.3606	0.9582	0.9134	0.7522
2016-12	0.6906	0.9933	0.0067	0.3094	0.9638	0.9177	0.7881
2017-01	0.8156	0.9922	0.0078	0.1844	0.9757	0.9158	0.8628
2017-02	0.8451	0.9941	0.0059	0.1549	0.9796	0.9396	0.8898
2017-03	0.7319	0.9884	0.0116	0.2681	0.9647	0.8648	0.7928
2017-04	0.6129	0.9869	0.0131	0.3871	0.9564	0.8051	0.6960
2017-05	0.6061	0.9734	0.0266	0.3939	0.9447	0.6593	0.6316
2017-06	0.6106	0.9914	0.0086	0.3894	0.9607	0.8625	0.7150
2017-07	0.7540	0.9905	0.0095	0.2460	0.9669	0.8981	0.8198
2017-08	0.9223	0.9892	0.0108	0.0777	0.9826	0.9040	0.9130
2017-09	0.8599	0.9869	0.0131	0.1401	0.9756	0.8654	0.8626
2017-10	0.8145	0.9952	0.0048	0.1855	0.9815	0.9326	0.8696
2017-11	0.8043	0.9922	0.0078	0.1957	0.9747	0.9136	0.8555
2017-12	0.9360	0.9863	0.0137	0.0640	0.9820	0.8667	0.9000
2018-01	0.8693	0.9941	0.0059	0.1307	0.9837	0.9301	0.8986
2018-02	0.7862	0.9951	0.0049	0.2138	0.9782	0.9344	0.8539
2018-03	0.8285	0.9944	0.0056	0.1715	0.9849	0.9008	0.8631
2018-04	0.8505	0.9896	0.0104	0.1495	0.9764	0.8951	0.8723
2018-05	0.8554	0.9928	0.0072	0.1446	0.9794	0.9283	0.8903
2018-06	0.7155	0.9967	0.0033	0.2845	0.9696	0.9580	0.8192
2018-07	0.7766	0.9967	0.0033	0.2234	0.9751	0.9619	0.8594
2018-08	0.7904	0.9948	0.0052	0.2096	0.9749	0.9426	0.8598
2018-09	0.6965	0.9944	0.0056	0.3035	0.9669	0.9273	0.7955
2018-10	0.6288	0.9956	0.0044	0.3712	0.9593	0.9394	0.7533
2018-11	0.7143	0.9944	0.0056	0.2857	0.9675	0.9318	0.8087
2018-12	0.7098	0.9946	0.0054	0.2902	0.9699	0.9257	0.8035
